,longitude,latitude,Postal_Code,Region,Province,Municipality,Price,Price_m2,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
271,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,375000,2678,0,HOUSE,4,2,140,0,0,0,1,50,0,0,2,0,0,0
272,3.7694068345287524,51.06701435001319,9040,2,9,Gent,299000,1679,0,EXCEPTIONAL_PROPERTY,6,2,118,0,0,0,1,20,1,60,2,0,0,0
273,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,400000,3200,1,APARTMENT,6,4,125,0,0,0,1,4,0,0,2,0,0,1
274,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,289000,2948,1,APARTMENT,3,2,98,0,0,0,1,8,0,0,2,0,0,0
275,3.2969354667112425,50.773491427377515,8510,2,10,Kortrijk,1200000,1317,0,VILLA,5,4,311,1,0,0,1,40,1,600,4,0,0,0
277,4.4304552890543425,51.28352081368884,2180,2,8,Antwerpen,214900,2943,1,APARTMENT,0,2,73,0,0,0,1,7,0,0,3,0,0,0
278,3.2588654806261412,51.31166474283851,8301,2,10,Knokke-Heist,1225000,9007,1,APARTMENT,6,3,136,0,0,0,1,20,0,0,2,0,1,1
279,5.577531125648646,50.59185028437595,4000,1,7,Liège,215000,1653,1,APARTMENT,3,2,130,0,0,0,1,10,0,0,2,0,0,1
281,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,285000,736,0,HOUSE,3,4,256,0,0,0,1,30,1,131,2,0,0,0
283,2.9773784952722453,51.23671218246712,8450,2,10,Bredene,253000,3892,1,APARTMENT,6,2,65,0,0,0,1,3,0,0,2,0,0,1
287,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,795000,2650,0,HOUSE,6,5,200,1,0,0,1,10,1,100,3,0,0,0
288,5.865875472582388,50.59152456135572,4800,1,7,Verviers,185000,2126,1,APARTMENT,6,2,87,0,0,0,1,53,0,0,2,0,0,0
289,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,475000,2844,0,HOUSE,6,3,167,0,0,0,1,29,0,0,2,0,0,0
290,4.375234148039785,50.87298266192055,1120,0,0,Bruxelles,270000,2700,1,APARTMENT,4,2,100,0,0,0,1,3,0,0,2,0,0,0
291,4.321383766329789,50.881720021988286,1090,0,0,Jette,139000,1737,1,APARTMENT,4,2,80,0,0,0,1,8,0,0,2,0,0,1
292,5.8619859842148045,49.65434011124272,6706,1,4,Arlon,448000,544,0,HOUSE,6,3,173,0,0,0,1,25,1,650,4,0,0,0
293,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,239500,3574,1,APARTMENT,0,1,67,0,0,0,1,4,0,0,2,0,0,1
294,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,445000,3068,1,APARTMENT,6,3,120,0,0,0,1,9,1,25,2,0,1,1
296,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,200000,2857,1,APARTMENT,6,1,70,0,0,0,1,23,0,0,2,0,0,1
298,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,335000,4187,1,APARTMENT,5,2,80,1,0,0,1,8,0,0,2,0,0,0
299,4.4304552890543425,51.28352081368884,2180,2,8,Antwerpen,419000,4067,1,PENTHOUSE,5,2,103,0,0,0,1,52,0,0,2,0,0,1
302,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,195000,1989,1,APARTMENT,0,2,98,0,0,0,1,4,0,0,2,0,0,1
303,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,269000,2831,1,APARTMENT,0,2,95,0,0,0,1,5,0,0,3,0,0,0
305,4.30932217692078,50.90957954247929,1780,2,6,Wemmel,295000,1878,1,APARTMENT,2,3,157,1,0,0,1,35,0,0,2,0,0,0
306,5.577531125648646,50.59185028437595,4000,1,7,Liège,179000,547,1,APARTMENT,5,1,71,0,0,0,1,53,1,256,2,0,0,0
307,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,343543,4241,1,APARTMENT,0,2,81,0,0,0,1,8,0,0,2,0,0,0
308,4.324177215886155,50.814084975691195,1190,0,0,Forest,169000,2964,1,APARTMENT,4,1,57,0,0,0,1,6,0,0,2,0,0,0
309,4.691098755030863,50.85734711667344,3000,2,6,Leuven,329000,5576,1,APARTMENT,2,1,59,0,0,0,1,3,0,0,2,0,0,0
310,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,329000,2741,0,HOUSE,6,3,120,0,0,0,1,9,0,0,2,0,0,0
312,4.279490957617121,50.90119406509116,1731,2,6,Asse,298642,3641,1,APARTMENT,5,2,82,1,0,0,1,65,0,0,2,0,0,0
314,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,530000,5824,1,APARTMENT,6,2,91,1,0,0,1,4,0,0,2,0,1,1
315,4.047007532896995,50.941780843882924,9300,2,9,Aalst,276500,2880,1,APARTMENT,6,2,96,0,0,0,1,10,0,0,2,0,0,1
316,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,349000,556,0,BUNGALOW,4,4,237,1,0,0,1,16,1,390,4,0,0,0
318,2.5945876048058936,51.0704142079429,8660,2,10,De Panne,279000,3444,1,APARTMENT,6,2,81,0,0,0,1,15,0,0,2,0,0,1
319,4.361370487792108,50.78987082854528,1180,0,0,Uccle,1290000,5863,1,PENTHOUSE,5,3,220,1,0,0,1,30,0,0,3,0,0,1
320,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,895000,3729,1,GROUND_FLOOR,5,3,240,0,0,0,1,50,0,0,2,0,0,1
323,5.181064535082792,50.49945695953772,4500,1,7,Huy,199000,568,0,HOUSE,4,3,150,0,0,0,1,20,1,200,4,0,0,0
325,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,125000,4032,1,FLAT_STUDIO,5,1,31,0,0,0,1,19,0,0,4,0,1,1
328,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,219000,2576,1,APARTMENT,2,2,85,1,0,0,1,7,0,0,2,0,0,1
330,4.101311151466272,50.95430084590078,9310,2,9,Aalst,420000,1810,0,HOUSE,5,4,174,1,0,0,1,21,1,58,2,0,0,0
331,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,219000,2488,1,APARTMENT,6,2,88,0,0,0,1,4,0,0,2,0,0,0
332,3.720262345300755,51.053260703972086,9000,2,9,Gent,525000,6250,1,APARTMENT,2,2,84,1,0,0,1,11,0,0,2,0,0,0
333,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,215000,2559,0,MIXED_USE_BUILDING,6,2,84,0,0,0,1,4,0,0,3,0,0,1
334,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,845000,10304,1,APARTMENT,2,3,82,1,0,0,1,4,0,0,2,0,1,1
335,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,475000,2745,1,APARTMENT,0,4,173,0,0,0,1,20,0,0,3,0,1,1
336,5.577531125648646,50.59185028437595,4000,1,7,Liège,219000,2772,1,PENTHOUSE,6,2,79,0,0,0,1,23,0,0,2,0,0,0
339,3.426441012327737,50.878530359819216,8790,2,10,Waregem,595000,3940,1,PENTHOUSE,0,2,151,0,0,0,1,75,0,0,2,0,0,1
342,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,745000,2759,1,PENTHOUSE,5,2,270,0,0,0,1,120,0,0,3,0,0,1
343,4.361351528564767,50.41515789568444,6030,1,5,Charleroi,138000,241,0,HOUSE,0,2,80,0,0,0,1,5,1,492,4,0,0,0
346,5.380064364430568,49.966023829437134,6800,1,4,Libramont-Chevigny,195500,3491,1,APARTMENT,0,1,56,0,0,0,1,7,0,0,2,0,0,1
347,5.879655823611434,50.56914523874434,4802,1,7,Verviers,390000,349,0,HOUSE,6,4,159,0,0,0,1,12,1,956,4,0,0,0
348,4.691098755030863,50.85734711667344,3000,2,6,Leuven,765000,1511,0,HOUSE,6,3,186,1,1,0,1,22,1,320,3,0,0,0
349,4.35823745489421,50.692382997024126,1420,1,3,Braine-l'Alleud,290000,4264,1,APARTMENT,5,1,68,1,0,0,1,19,0,0,2,0,1,1
350,5.181064535082792,50.49945695953772,4500,1,7,Huy,525000,293,0,VILLA,5,3,290,1,0,0,1,60,1,1500,4,1,0,0
351,4.344697581912635,50.829476307319766,1060,0,0,Saint-Gilles,300000,2307,1,APARTMENT,4,4,130,0,0,0,1,1,0,0,2,0,0,0
352,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,419000,5237,1,APARTMENT,6,2,80,0,1,0,1,20,0,0,3,0,0,0
353,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,219500,3484,1,APARTMENT,5,1,63,1,0,0,1,5,0,0,2,0,0,1
355,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,245000,3500,1,APARTMENT,5,2,70,1,0,0,1,3,0,0,2,0,0,0
356,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,795000,2271,0,APARTMENT_BLOCK,6,5,300,0,0,0,1,8,1,50,2,0,0,0
357,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,399000,3000,1,APARTMENT,5,3,133,1,0,0,1,11,0,0,2,0,1,0
359,4.35823745489421,50.692382997024126,1420,1,3,Braine-l'Alleud,295000,3105,0,BUNGALOW,0,2,95,0,0,0,1,100,0,0,4,0,0,0
360,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,272500,3633,1,APARTMENT,5,2,75,0,0,0,1,4,0,0,2,0,0,1
361,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,309900,1347,0,HOUSE,4,3,120,0,0,1,1,9,1,110,2,0,0,0
362,5.624363334016105,50.67921179186858,4040,1,7,Herstal,199000,876,0,HOUSE,4,5,207,0,0,0,1,18,1,20,3,0,0,0
363,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,995000,4522,1,APARTMENT,2,3,220,1,0,0,1,25,0,0,2,0,0,1
364,3.720262345300755,51.053260703972086,9000,2,9,Gent,595000,4612,1,APARTMENT,5,2,129,0,0,0,1,17,0,0,2,0,0,1
365,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,390000,5571,1,DUPLEX,6,2,70,1,0,0,1,12,0,0,2,0,0,0
367,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,715000,5107,1,APARTMENT,5,3,140,1,0,0,1,23,0,0,2,0,1,1
368,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,550000,6179,1,APARTMENT,6,2,89,0,0,0,1,6,0,0,2,0,0,0
369,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,699000,1215,0,BUNGALOW,6,4,175,0,0,1,1,100,1,400,4,1,0,0
371,4.063243126487138,50.91524229667714,9320,2,9,Aalst,320000,1488,0,HOUSE,6,4,215,0,0,0,1,50,0,0,2,0,0,0
374,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,394800,6168,1,APARTMENT,5,1,64,1,0,0,1,17,0,0,2,0,1,1
375,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,258000,3909,1,GROUND_FLOOR,0,1,66,0,0,0,1,28,0,0,2,0,0,1
376,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,279000,3206,1,APARTMENT,5,1,87,1,0,0,1,17,0,0,3,0,1,1
377,2.920364240174513,51.204054302137884,8400,2,10,Oostende,340000,2982,1,APARTMENT,5,2,114,0,0,0,1,20,0,0,2,0,0,1
380,4.408236007087518,50.87001921742844,1140,0,0,Evere,198000,5500,1,APARTMENT,0,1,36,0,0,0,1,5,0,0,2,0,0,1
381,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,795000,1032,0,VILLA,6,5,270,0,0,1,1,50,1,500,4,0,0,0
382,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,338000,3595,1,APARTMENT,5,2,94,1,0,0,1,20,0,0,4,0,0,1
384,3.720262345300755,51.053260703972086,9000,2,9,Gent,425000,3794,1,APARTMENT,5,2,112,1,1,0,1,15,0,0,2,0,0,1
385,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,599000,6806,1,DUPLEX,6,2,88,0,1,0,1,4,0,0,2,0,0,1
386,4.691098755030863,50.85734711667344,3000,2,6,Leuven,673294,2889,1,DUPLEX,5,3,167,0,0,0,1,15,1,66,2,0,0,1
387,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,469000,4885,1,APARTMENT,5,2,96,0,0,0,1,8,0,0,4,0,0,0
388,2.9773784952722453,51.23671218246712,8450,2,10,Bredene,394800,4814,1,APARTMENT,5,2,82,1,0,0,1,14,0,0,2,0,0,1
389,4.30932217692078,50.90957954247929,1780,2,6,Wemmel,185000,4204,1,APARTMENT,0,1,44,0,0,0,1,15,0,0,2,0,0,1
390,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,295000,4402,1,APARTMENT,5,1,67,0,0,0,1,5,0,0,2,0,1,1
392,4.691098755030863,50.85734711667344,3000,2,6,Leuven,732021,5228,1,PENTHOUSE,6,3,140,1,0,0,1,24,0,0,2,0,0,1
394,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,865000,4435,1,PENTHOUSE,4,3,195,0,0,0,1,45,0,0,3,0,0,1
395,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,750000,4076,1,APARTMENT,5,3,184,1,0,0,1,11,0,0,2,0,0,1
396,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,279500,3038,1,APARTMENT,6,2,92,0,0,0,1,30,0,0,2,0,0,1
397,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,539000,2867,0,HOUSE,6,3,188,0,0,0,1,12,0,0,2,0,0,0
399,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,210000,2359,1,APARTMENT,0,2,89,1,0,0,1,5,0,0,2,0,0,1
402,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,825000,2426,0,HOUSE,3,4,340,1,0,0,1,6,0,0,3,0,1,1
403,3.7710482317047225,51.03750198876654,9050,2,9,Gent,225000,2960,1,APARTMENT,6,2,76,0,0,0,1,3,0,0,2,0,0,0
404,5.638561209383813,50.639959100598105,4020,1,7,Liège,148000,1626,1,APARTMENT,6,2,91,0,0,0,1,3,0,0,2,0,0,1
405,3.7710482317047225,51.03750198876654,9050,2,9,Gent,415000,1276,0,HOUSE,6,3,130,0,0,0,1,12,1,195,2,0,0,0
406,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,295000,4041,1,APARTMENT,5,1,73,0,0,0,1,9,0,0,2,0,1,1
410,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,253000,2635,1,APARTMENT,6,2,96,0,0,0,1,10,0,0,2,0,0,1
411,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,280000,2545,1,APARTMENT,5,3,110,0,0,0,1,28,0,0,3,0,1,1
412,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,299000,3322,1,APARTMENT,5,2,90,0,0,0,1,20,0,0,2,0,1,1
413,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,158000,1097,0,HOUSE,4,3,144,0,0,0,1,20,0,0,2,0,0,0
414,3.720262345300755,51.053260703972086,9000,2,9,Gent,695000,4455,1,PENTHOUSE,6,3,156,0,0,0,1,15,0,0,2,0,0,1
416,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,477300,4870,1,APARTMENT,5,2,98,1,0,0,1,8,0,0,2,0,1,1
418,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,365000,2433,1,PENTHOUSE,3,3,150,0,0,0,1,52,0,0,2,0,0,1
421,2.920364240174513,51.204054302137884,8400,2,10,Oostende,295000,3782,1,APARTMENT,5,2,78,0,0,0,1,6,0,0,2,0,0,1
424,2.8368380598056255,51.17815500112932,8430,2,10,Middelkerke,499000,5483,1,APARTMENT,5,2,91,0,1,0,1,5,0,0,2,0,1,1
425,3.3677549097404054,50.88478823206576,8792,2,10,Waregem,299000,2182,1,DUPLEX,6,3,137,0,0,0,1,10,0,0,2,0,0,1
427,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,340000,2266,1,APARTMENT,5,4,150,1,0,0,1,11,0,0,2,0,0,1
428,3.7694068345287524,51.06701435001319,9040,2,9,Gent,480000,3356,0,HOUSE,0,5,143,0,0,0,1,16,0,0,2,0,0,0
430,4.324177215886155,50.814084975691195,1190,0,0,Forest,300000,2000,1,DUPLEX,4,3,150,0,0,0,1,32,0,0,2,0,0,0
432,4.344697581912635,50.829476307319766,1060,0,0,Saint-Gilles,520000,3489,1,APARTMENT,0,3,149,0,0,0,1,10,0,0,2,0,0,0
434,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,222222,2962,1,APARTMENT,0,2,75,0,0,0,1,4,0,0,2,0,0,0
436,4.691098755030863,50.85734711667344,3000,2,6,Leuven,1189000,9991,1,APARTMENT,5,2,119,1,0,0,1,32,0,0,2,0,0,1
437,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,840000,5250,1,APARTMENT,5,3,160,1,0,0,1,10,0,0,2,0,0,1
442,4.324177215886155,50.814084975691195,1190,0,0,Forest,280000,3888,1,APARTMENT,5,1,72,1,0,0,1,2,0,0,2,0,1,1
444,3.720262345300755,51.053260703972086,9000,2,9,Gent,320000,3595,1,APARTMENT,6,2,89,0,0,0,1,12,0,0,2,0,0,1
445,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,298000,3040,1,APARTMENT,0,2,86,0,0,0,1,14,1,12,2,0,0,1
446,4.940164879461028,51.3289645417869,2300,2,8,Turnhout,189000,3203,1,APARTMENT,0,1,59,0,0,0,1,6,0,0,3,0,0,1
447,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,790000,1979,0,HOUSE,5,5,349,1,0,1,1,14,1,50,2,0,0,0
448,4.321383766329789,50.881720021988286,1090,0,0,Jette,399000,3627,1,DUPLEX,6,3,110,0,0,0,1,19,0,0,2,0,0,0
451,5.638561209383813,50.639959100598105,4020,1,7,Liège,299000,1294,0,APARTMENT_BLOCK,6,5,231,0,0,0,1,20,0,0,2,0,0,0
452,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,595000,2888,0,HOUSE,5,4,196,1,0,0,1,24,1,10,2,0,0,0
454,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,815000,10723,1,APARTMENT,5,3,76,1,1,0,1,4,0,0,2,0,1,1
455,4.30932217692078,50.90957954247929,1780,2,6,Wemmel,345000,4259,1,APARTMENT,6,2,81,0,0,0,1,15,0,0,2,0,0,1
457,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,765000,3493,0,HOUSE,0,4,157,0,0,0,1,17,1,62,2,0,1,0
459,5.42914187160935,50.64214218719312,4460,1,7,Grâce-Hollogne,239000,959,0,HOUSE,5,4,137,0,0,0,1,20,1,112,2,0,0,0
461,5.865875472582388,50.59152456135572,4800,1,7,Verviers,260000,695,0,VILLA,6,4,174,1,0,0,1,24,1,200,4,0,0,0
462,5.508048762890354,50.58496196593964,4100,1,7,Seraing,209000,1699,0,HOUSE,5,4,123,0,1,0,1,54,0,0,2,0,0,0
463,3.1177834512642963,50.94625796358603,8800,2,10,Roeselare,262525,2916,1,APARTMENT,6,2,90,0,0,0,1,11,0,0,2,0,0,0
464,4.361370487792108,50.78987082854528,1180,0,0,Uccle,1295000,7234,1,APARTMENT,0,3,179,0,0,0,1,36,0,0,2,0,0,1
465,4.561792200549251,51.13160180554329,2500,2,8,Lier,379000,2093,1,GROUND_FLOOR,0,3,111,0,0,0,1,37,1,70,2,0,0,1
466,4.047007532896995,50.941780843882924,9300,2,9,Aalst,379000,815,0,HOUSE,6,5,180,1,0,0,1,20,1,285,2,0,0,0
467,4.375234148039785,50.87298266192055,1120,0,0,Bruxelles,259000,3237,1,APARTMENT,6,2,80,1,0,0,1,4,0,0,2,0,0,0
469,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,240000,2285,1,APARTMENT,6,2,105,0,0,0,1,7,0,0,2,0,0,1
471,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,258000,1925,0,HOUSE,3,2,107,0,0,0,1,22,1,27,2,0,0,0
472,4.408236007087518,50.87001921742844,1140,0,0,Evere,315000,2032,1,APARTMENT,3,2,75,0,0,0,1,10,1,80,3,0,1,1
473,2.920364240174513,51.204054302137884,8400,2,10,Oostende,219000,3532,1,APARTMENT,6,2,62,0,0,0,1,4,0,0,2,0,0,1
475,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,365000,3443,1,APARTMENT,5,2,106,1,0,0,1,7,0,0,4,1,1,1
477,5.508048762890354,50.58496196593964,4100,1,7,Seraing,179000,662,0,HOUSE,6,3,125,0,0,0,1,19,1,145,2,0,0,0
478,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,795000,6115,1,APARTMENT,5,2,130,0,0,0,1,12,0,0,2,0,1,1
479,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,655000,1339,1,APARTMENT,5,2,189,0,0,1,1,38,1,300,2,0,0,0
480,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,249000,3074,1,APARTMENT,0,2,81,0,0,0,1,3,0,0,3,0,0,1
482,4.691098755030863,50.85734711667344,3001,2,6,Leuven,1020000,3300,0,VILLA,0,5,309,1,0,0,1,85,0,0,3,0,0,0
483,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,399000,3325,1,DUPLEX,6,3,120,1,0,0,1,43,0,0,2,0,0,1
485,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,225000,2647,1,APARTMENT,0,2,85,0,0,0,1,8,0,0,2,0,0,1
486,5.638561209383813,50.639959100598105,4020,1,7,Liège,245000,2816,1,APARTMENT,6,2,87,0,0,0,1,15,0,0,2,0,0,1
488,4.408236007087518,50.87001921742844,1140,0,0,Evere,335000,3160,1,APARTMENT,6,2,106,0,0,0,1,3,0,0,2,0,0,0
493,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,322500,3430,1,APARTMENT,5,2,94,1,0,0,1,6,0,0,2,0,1,1
495,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,460000,2839,1,APARTMENT,1,3,162,1,0,0,1,24,0,0,2,0,1,1
496,5.42914187160935,50.64214218719312,4460,1,7,Grâce-Hollogne,649000,271,0,VILLA,6,4,345,0,0,0,1,80,1,2043,4,0,0,0
498,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,375000,4213,1,APARTMENT,5,2,89,1,0,0,1,24,0,0,4,0,0,1
499,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,217000,3100,1,APARTMENT,6,2,70,0,0,0,1,5,0,0,2,0,0,0
500,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,340000,4657,1,APARTMENT,3,2,73,0,0,0,1,3,0,0,2,0,1,1
501,3.720262345300755,51.053260703972086,9000,2,9,Gent,375000,5208,1,APARTMENT,2,1,72,0,0,0,1,2,0,0,2,0,0,1
502,5.624363334016105,50.67921179186858,4040,1,7,Herstal,149000,1693,0,HOUSE,6,3,88,0,0,0,1,19,0,0,2,0,0,0
503,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,254000,2396,1,APARTMENT,6,2,106,0,0,0,1,15,0,0,2,0,0,0
504,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,625000,2604,0,EXCEPTIONAL_PROPERTY,2,3,240,1,0,1,1,8,0,0,2,0,0,0
506,4.361370487792108,50.78987082854528,1180,0,0,Uccle,375000,4310,1,APARTMENT,5,2,87,0,0,0,1,3,0,0,4,0,0,0
508,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,285000,5089,1,APARTMENT,5,1,56,0,0,0,1,5,0,0,2,0,0,0
512,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,209000,2375,1,APARTMENT,6,2,88,0,0,0,1,8,0,0,2,0,0,1
513,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,385000,4139,1,DUPLEX,5,1,93,1,0,0,1,27,0,0,2,0,0,1
518,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,495000,3461,1,APARTMENT,0,2,143,0,0,0,1,9,0,0,2,0,0,1
519,5.535060559845203,50.629837917805894,4420,1,7,Saint-Nicolas,139500,3321,1,APARTMENT,2,1,42,0,0,0,1,10,0,0,2,0,0,0
520,3.1177834512642963,50.94625796358603,8800,2,10,Roeselare,255000,2833,1,APARTMENT,6,2,90,0,0,0,1,4,0,0,3,0,0,1
521,5.508048762890354,50.58496196593964,4100,1,7,Seraing,169000,1408,0,HOUSE,0,2,120,0,0,0,1,6,0,0,2,0,0,0
522,5.7415202000238965,49.68523319258533,6700,1,4,Arlon,330000,2260,1,APARTMENT,6,3,146,0,0,0,1,7,0,0,2,0,0,1
524,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,345000,3520,1,APARTMENT,6,3,98,0,0,0,1,14,0,0,3,0,1,1
525,4.342915597541709,50.90929474624263,1853,2,6,Grimbergen,429000,2042,0,HOUSE,6,4,150,0,0,0,1,5,1,60,2,0,0,0
526,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,220000,2200,1,APARTMENT,5,2,100,1,0,0,1,8,0,0,2,0,0,1
527,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,530000,3984,1,APARTMENT,5,3,133,0,0,0,1,23,0,0,2,0,1,1
528,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,400000,1860,0,APARTMENT_BLOCK,6,4,215,0,0,0,1,10,0,0,2,0,0,0
529,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,210000,2692,1,APARTMENT,4,2,78,0,0,0,1,15,0,0,2,0,0,1
530,4.376134025032607,51.248447820724365,2050,2,8,Antwerpen,249000,2394,1,APARTMENT,3,2,104,0,0,0,1,2,0,0,2,0,0,1
531,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,1190000,2767,0,MANSION,0,4,430,0,0,0,1,60,0,0,2,0,0,0
532,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,369000,1447,0,HOUSE,6,5,228,0,0,0,1,9,1,27,2,0,0,0
533,3.2724169340982785,51.21677335757064,8310,2,10,Brugge,465000,2235,0,HOUSE,2,3,208,0,0,0,1,45,0,0,3,0,0,0
534,5.594986028388135,50.69093418992845,4041,1,7,Herstal,299000,1582,0,HOUSE,6,4,189,0,0,0,1,30,0,0,3,0,0,0
535,2.920364240174513,51.204054302137884,8400,2,10,Oostende,325000,3611,1,APARTMENT,6,2,90,0,0,0,1,13,0,0,3,0,0,1
537,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,548000,2457,1,GROUND_FLOOR,4,3,123,0,0,0,1,12,1,100,2,0,1,0
538,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,649000,1707,0,HOUSE,6,4,240,0,0,0,1,8,1,140,3,0,1,0
539,3.6785357740312907,51.07386417979972,9030,2,9,Gent,495000,2313,0,HOUSE,6,3,144,0,0,0,1,17,1,70,2,0,0,0
540,4.262800821923428,50.8724565436475,1702,2,6,Dilbeek,395000,2323,0,HOUSE,6,3,170,0,0,0,1,8,0,0,2,0,0,0
541,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,415000,3952,1,APARTMENT,6,2,105,0,0,0,1,45,0,0,2,0,0,0
542,4.43799132057269,50.81019872509648,1160,0,0,Auderghem,945000,3019,0,HOUSE,5,5,251,1,0,0,1,15,1,62,2,0,1,0
543,4.584311991418305,50.67146356031946,1340,1,3,Ottignies-Louvain-la-Neuve,595000,360,0,HOUSE,3,3,190,0,0,0,1,50,1,1461,4,0,0,0
